===
Lewis VS. Stein
Battle 1: Lewis (AC) DEFEATED Stein (KH) : Lewis 27, Stein 25
Battle 340: Stein (AH) DEFEATED Lewis (2D) : Lewis 26, Stein 26
Battle 341: Lewis (KC) DEFEATED Stein (5C) : Lewis 27, Stein 25
Battle 342: Stein (8S) DEFEATED Lewis (5H) : Lewis 26, Stein 26
Battle 343: Lewis (JC) DEFEATED Stein (7S) : Lewis 27, Stein 25
Battle 344: Stein (QH) DEFEATED Lewis (3D) : Lewis 26, Stein 26
Battle 345: Lewis (7H) DEFEATED Stein (6C) : Lewis 27, Stein 25
Battle 346: Stein (TD) DEFEATED Lewis (6S) : Lewis 26, Stein 26
Battle 347: Lewis (9D) DEFEATED Stein (7D) : Lewis 27, Stein 25
Battle 348: Stein (9H) DEFEATED Lewis (6H) : Lewis 26, Stein 26
Battle 349: Lewis (TH) DEFEATED Stein (2S) : Lewis 27, Stein 25
Battle 350: Stein (KD) DEFEATED Lewis (3S) : Lewis 26, Stein 26
Battle 351: Lewis (KS) DEFEATED Stein (8H) : Lewis 27, Stein 25
Battle 352: Stein (JD) DEFEATED Lewis (5S) : Lewis 26, Stein 26
Battle 353: Lewis (KH) DEFEATED Stein (4S) : Lewis 27, Stein 25
Battle 354: Stein (8C) DEFEATED Lewis (2C) : Lewis 26, Stein 26
Battle 355: Lewis (JH) DEFEATED Stein (TS) : Lewis 27, Stein 25
Battle 356: Stein (AC) DEFEATED Lewis (3H) : Lewis 26, Stein 26
Battle 357: Lewis (AD) DEFEATED Stein (2H) : Lewis 27, Stein 25
Battle 358: Stein (QS) DEFEATED Lewis (7C) : Lewis 26, Stein 26
Battle 359: Lewis (QD) DEFEATED Stein (3C) : Lewis 27, Stein 25
Battle 360: Stein (9S) DEFEATED Lewis (4C) : Lewis 26, Stein 26
Battle 361: Lewis (QC) DEFEATED Stein (9C) : Lewis 27, Stein 25
Battle 362: Stein (TC) DEFEATED Lewis (6D) : Lewis 26, Stein 26
Battle 363: Lewis (AS) DEFEATED Stein (8D) : Lewis 27, Stein 25
Battle 364: Stein (JS) DEFEATED Lewis (4D) : Lewis 26, Stein 26
Battle 365: Lewis (5D) DEFEATED Stein (2D) : Lewis 27, Stein 25
Battle 366: Stein (AH) DEFEATED Lewis (4H) : Lewis 26, Stein 26
Battle 367: Lewis (KC) DEFEATED Stein (5H) : Lewis 27, Stein 25
Battle 368: Stein (8S) DEFEATED Lewis (5C) : Lewis 26, Stein 26
Battle 369: Lewis (JC) DEFEATED Stein (3D) : Lewis 27, Stein 25
Battle 370: Stein (QH) DEFEATED Lewis (7S) : Lewis 26, Stein 26
Battle 371: Lewis (7H) DEFEATED Stein (6S) : Lewis 27, Stein 25
Battle 372: Stein (TD) DEFEATED Lewis (6C) : Lewis 26, Stein 26
Battle 373: Lewis (9D) DEFEATED Stein (6H) : Lewis 27, Stein 25
Battle 374: Stein (9H) DEFEATED Lewis (7D) : Lewis 26, Stein 26
Battle 375: Lewis (TH) DEFEATED Stein (3S) : Lewis 27, Stein 25
Battle 376: Stein (KD) DEFEATED Lewis (2S) : Lewis 26, Stein 26
Battle 377: Lewis (KS) DEFEATED Stein (5S) : Lewis 27, Stein 25
Battle 378: Stein (JD) DEFEATED Lewis (8H) : Lewis 26, Stein 26
Battle 379: Lewis (KH) DEFEATED Stein (2C) : Lewis 27, Stein 25
Battle 380: Stein (8C) DEFEATED Lewis (4S) : Lewis 26, Stein 26
Battle 381: Lewis (JH) DEFEATED Stein (3H) : Lewis 27, Stein 25
Battle 382: Stein (AC) DEFEATED Lewis (TS) : Lewis 26, Stein 26
Battle 383: Lewis (AD) DEFEATED Stein (7C) : Lewis 27, Stein 25
Battle 384: Stein (QS) DEFEATED Lewis (2H) : Lewis 26, Stein 26
Battle 385: Lewis (QD) DEFEATED Stein (4C) : Lewis 27, Stein 25
Battle 386: Stein (9S) DEFEATED Lewis (3C) : Lewis 26, Stein 26
Battle 387: Lewis (QC) DEFEATED Stein (6D) : Lewis 27, Stein 25
Battle 388: Stein (TC) DEFEATED Lewis (9C) : Lewis 26, Stein 26
Battle 389: Lewis (AS) DEFEATED Stein (4D) : Lewis 27, Stein 25
Battle 390: Stein (JS) DEFEATED Lewis (8D) : Lewis 26, Stein 26
Battle 391: Lewis (5D) DEFEATED Stein (4H) : Lewis 27, Stein 25
Battle 392: Stein (AH) DEFEATED Lewis (2D) : Lewis 26, Stein 26
Battle 393: Lewis (KC) DEFEATED Stein (5C) : Lewis 27, Stein 25
Battle 394: Stein (8S) DEFEATED Lewis (5H) : Lewis 26, Stein 26
Battle 395: Lewis (JC) DEFEATED Stein (7S) : Lewis 27, Stein 25
Battle 396: Stein (QH) DEFEATED Lewis (3D) : Lewis 26, Stein 26
Battle 397: Lewis (7H) DEFEATED Stein (6C) : Lewis 27, Stein 25
Battle 398: Stein (TD) DEFEATED Lewis (6S) : Lewis 26, Stein 26
Battle 399: Lewis (9D) DEFEATED Stein (7D) : Lewis 27, Stein 25
Battle 400: Stein (9H) DEFEATED Lewis (6H) : Lewis 26, Stein 26
Battle 401: Lewis (TH) DEFEATED Stein (2S) : Lewis 27, Stein 25
Battle 402: Stein (KD) DEFEATED Lewis (3S) : Lewis 26, Stein 26
Battle 403: Lewis (KS) DEFEATED Stein (8H) : Lewis 27, Stein 25
Battle 404: Stein (JD) DEFEATED Lewis (5S) : Lewis 26, Stein 26
Battle 405: Lewis (KH) DEFEATED Stein (4S) : Lewis 27, Stein 25
Battle 406: Stein (8C) DEFEATED Lewis (2C) : Lewis 26, Stein 26
Battle 407: Lewis (JH) DEFEATED Stein (TS) : Lewis 27, Stein 25
Battle 408: Stein (AC) DEFEATED Lewis (3H) : Lewis 26, Stein 26
Battle 409: Lewis (AD) DEFEATED Stein (2H) : Lewis 27, Stein 25
Battle 410: Stein (QS) DEFEATED Lewis (7C) : Lewis 26, Stein 26
Battle 411: Lewis (QD) DEFEATED Stein (3C) : Lewis 27, Stein 25
Battle 412: Stein (9S) DEFEATED Lewis (4C) : Lewis 26, Stein 26
Battle 413: Lewis (QC) DEFEATED Stein (9C) : Lewis 27, Stein 25
Battle 414: Stein (TC) DEFEATED Lewis (6D) : Lewis 26, Stein 26
Battle 415: Lewis (AS) DEFEATED Stein (8D) : Lewis 27, Stein 25
Battle 416: Stein (JS) DEFEATED Lewis (4D) : Lewis 26, Stein 26
Battle 417: Lewis (5D) DEFEATED Stein (2D) : Lewis 27, Stein 25
Battle 418: Stein (AH) DEFEATED Lewis (4H) : Lewis 26, Stein 26
Battle 419: Lewis (KC) DEFEATED Stein (5H) : Lewis 27, Stein 25
Battle 420: Stein (8S) DEFEATED Lewis (5C) : Lewis 26, Stein 26
Battle 421: Lewis (JC) DEFEATED Stein (3D) : Lewis 27, Stein 25
Battle 422: Stein (QH) DEFEATED Lewis (7S) : Lewis 26, Stein 26
Battle 423: Lewis (7H) DEFEATED Stein (6S) : Lewis 27, Stein 25
Battle 424: Stein (TD) DEFEATED Lewis (6C) : Lewis 26, Stein 26
Battle 425: Lewis (9D) DEFEATED Stein (6H) : Lewis 27, Stein 25
Battle 426: Stein (9H) DEFEATED Lewis (7D) : Lewis 26, Stein 26
Battle 427: Lewis (TH) DEFEATED Stein (3S) : Lewis 27, Stein 25
Battle 428: Stein (KD) DEFEATED Lewis (2S) : Lewis 26, Stein 26
Battle 429: Lewis (KS) DEFEATED Stein (5S) : Lewis 27, Stein 25
Battle 430: Stein (JD) DEFEATED Lewis (8H) : Lewis 26, Stein 26
Battle 431: Lewis (KH) DEFEATED Stein (2C) : Lewis 27, Stein 25
Battle 432: Stein (8C) DEFEATED Lewis (4S) : Lewis 26, Stein 26
Battle 433: Lewis (JH) DEFEATED Stein (3H) : Lewis 27, Stein 25
Battle 434: Stein (AC) DEFEATED Lewis (TS) : Lewis 26, Stein 26
Battle 435: Lewis (AD) DEFEATED Stein (7C) : Lewis 27, Stein 25
Battle 436: Stein (QS) DEFEATED Lewis (2H) : Lewis 26, Stein 26
Battle 437: Lewis (QD) DEFEATED Stein (4C) : Lewis 27, Stein 25
Battle 438: Stein (9S) DEFEATED Lewis (3C) : Lewis 26, Stein 26
Battle 439: Lewis (QC) DEFEATED Stein (6D) : Lewis 27, Stein 25
Battle 440: Stein (TC) DEFEATED Lewis (9C) : Lewis 26, Stein 26
Battle 441: Lewis (AS) DEFEATED Stein (4D) : Lewis 27, Stein 25
Battle 442: Stein (JS) DEFEATED Lewis (8D) : Lewis 26, Stein 26
Battle 443: Lewis (5D) DEFEATED Stein (4H) : Lewis 27, Stein 25
Battle 444: Stein (AH) DEFEATED Lewis (2D) : Lewis 26, Stein 26
Battle 445: Lewis (KC) DEFEATED Stein (5C) : Lewis 27, Stein 25
Battle 446: Stein (8S) DEFEATED Lewis (5H) : Lewis 26, Stein 26
Battle 447: Lewis (JC) DEFEATED Stein (7S) : Lewis 27, Stein 25
Battle 448: Stein (QH) DEFEATED Lewis (3D) : Lewis 26, Stein 26
Battle 449: Lewis (7H) DEFEATED Stein (6C) : Lewis 27, Stein 25
Battle 450: Stein (TD) DEFEATED Lewis (6S) : Lewis 26, Stein 26
Battle 451: Lewis (9D) DEFEATED Stein (7D) : Lewis 27, Stein 25
Battle 452: Stein (9H) DEFEATED Lewis (6H) : Lewis 26, Stein 26
Battle 453: Lewis (TH) DEFEATED Stein (2S) : Lewis 27, Stein 25
Battle 454: Stein (KD) DEFEATED Lewis (3S) : Lewis 26, Stein 26
Battle 455: Lewis (KS) DEFEATED Stein (8H) : Lewis 27, Stein 25
Battle 456: Stein (JD) DEFEATED Lewis (5S) : Lewis 26, Stein 26
Battle 457: Lewis (KH) DEFEATED Stein (4S) : Lewis 27, Stein 25
Battle 458: Stein (8C) DEFEATED Lewis (2C) : Lewis 26, Stein 26
Battle 459: Lewis (JH) DEFEATED Stein (TS) : Lewis 27, Stein 25
Battle 460: Stein (AC) DEFEATED Lewis (3H) : Lewis 26, Stein 26
Battle 461: Lewis (AD) DEFEATED Stein (2H) : Lewis 27, Stein 25
Battle 462: Stein (QS) DEFEATED Lewis (7C) : Lewis 26, Stein 26
Battle 463: Lewis (QD) DEFEATED Stein (3C) : Lewis 27, Stein 25
Battle 464: Stein (9S) DEFEATED Lewis (4C) : Lewis 26, Stein 26
Battle 465: Lewis (QC) DEFEATED Stein (9C) : Lewis 27, Stein 25
Battle 466: Stein (TC) DEFEATED Lewis (6D) : Lewis 26, Stein 26
Battle 467: Lewis (AS) DEFEATED Stein (8D) : Lewis 27, Stein 25
Battle 468: Stein (JS) DEFEATED Lewis (4D) : Lewis 26, Stein 26
Battle 469: Lewis (5D) DEFEATED Stein (2D) : Lewis 27, Stein 25
Battle 470: Stein (AH) DEFEATED Lewis (4H) : Lewis 26, Stein 26
Battle 471: Lewis (KC) DEFEATED Stein (5H) : Lewis 27, Stein 25
Battle 472: Stein (8S) DEFEATED Lewis (5C) : Lewis 26, Stein 26
Battle 473: Lewis (JC) DEFEATED Stein (3D) : Lewis 27, Stein 25
Battle 474: Stein (QH) DEFEATED Lewis (7S) : Lewis 26, Stein 26
Battle 475: Lewis (7H) DEFEATED Stein (6S) : Lewis 27, Stein 25
Battle 476: Stein (TD) DEFEATED Lewis (6C) : Lewis 26, Stein 26
Battle 477: Lewis (9D) DEFEATED Stein (6H) : Lewis 27, Stein 25
Battle 478: Stein (9H) DEFEATED Lewis (7D) : Lewis 26, Stein 26
Battle 479: Lewis (TH) DEFEATED Stein (3S) : Lewis 27, Stein 25
Battle 480: Stein (KD) DEFEATED Lewis (2S) : Lewis 26, Stein 26
Battle 481: Lewis (KS) DEFEATED Stein (5S) : Lewis 27, Stein 25
Battle 482: Stein (JD) DEFEATED Lewis (8H) : Lewis 26, Stein 26
Battle 483: Lewis (KH) DEFEATED Stein (2C) : Lewis 27, Stein 25
Battle 484: Stein (8C) DEFEATED Lewis (4S) : Lewis 26, Stein 26
Battle 485: Lewis (JH) DEFEATED Stein (3H) : Lewis 27, Stein 25
Battle 486: Stein (AC) DEFEATED Lewis (TS) : Lewis 26, Stein 26
Battle 487: Lewis (AD) DEFEATED Stein (7C) : Lewis 27, Stein 25
Battle 488: Stein (QS) DEFEATED Lewis (2H) : Lewis 26, Stein 26
Battle 489: Lewis (QD) DEFEATED Stein (4C) : Lewis 27, Stein 25
Battle 490: Stein (9S) DEFEATED Lewis (3C) : Lewis 26, Stein 26
Battle 491: Lewis (QC) DEFEATED Stein (6D) : Lewis 27, Stein 25
Battle 492: Stein (TC) DEFEATED Lewis (9C) : Lewis 26, Stein 26
Battle 493: Lewis (AS) DEFEATED Stein (4D) : Lewis 27, Stein 25
Battle 494: Stein (JS) DEFEATED Lewis (8D) : Lewis 26, Stein 26
Battle 495: Lewis (5D) DEFEATED Stein (4H) : Lewis 27, Stein 25
Battle 496: Stein (AH) DEFEATED Lewis (2D) : Lewis 26, Stein 26
Battle 497: Lewis (KC) DEFEATED Stein (5C) : Lewis 27, Stein 25
Battle 498: Stein (8S) DEFEATED Lewis (5H) : Lewis 26, Stein 26
Battle 499: Lewis (JC) DEFEATED Stein (7S) : Lewis 27, Stein 25
Battle 500: Stein (QH) DEFEATED Lewis (3D) : Lewis 26, Stein 26
Battle 501: Lewis (7H) DEFEATED Stein (6C) : Lewis 27, Stein 25
Battle 502: Stein (TD) DEFEATED Lewis (6S) : Lewis 26, Stein 26
Battle 503: Lewis (9D) DEFEATED Stein (7D) : Lewis 27, Stein 25
Battle 504: Stein (9H) DEFEATED Lewis (6H) : Lewis 26, Stein 26
Battle 505: Lewis (TH) DEFEATED Stein (2S) : Lewis 27, Stein 25
Battle 506: Stein (KD) DEFEATED Lewis (3S) : Lewis 26, Stein 26
Battle 507: Lewis (KS) DEFEATED Stein (8H) : Lewis 27, Stein 25
Battle 508: Stein (JD) DEFEATED Lewis (5S) : Lewis 26, Stein 26
Battle 509: Lewis (KH) DEFEATED Stein (4S) : Lewis 27, Stein 25
Battle 510: Stein (8C) DEFEATED Lewis (2C) : Lewis 26, Stein 26
Battle 511: Lewis (JH) DEFEATED Stein (TS) : Lewis 27, Stein 25
Battle 512: Stein (AC) DEFEATED Lewis (3H) : Lewis 26, Stein 26
Battle 513: Lewis (AD) DEFEATED Stein (2H) : Lewis 27, Stein 25
Battle 514: Stein (QS) DEFEATED Lewis (7C) : Lewis 26, Stein 26
Battle 515: Lewis (QD) DEFEATED Stein (3C) : Lewis 27, Stein 25
Battle 516: Stein (9S) DEFEATED Lewis (4C) : Lewis 26, Stein 26
Battle 517: Lewis (QC) DEFEATED Stein (9C) : Lewis 27, Stein 25
Battle 518: Stein (TC) DEFEATED Lewis (6D) : Lewis 26, Stein 26
Battle 519: Lewis (AS) DEFEATED Stein (8D) : Lewis 27, Stein 25
Battle 520: Stein (JS) DEFEATED Lewis (4D) : Lewis 26, Stein 26
Battle 521: Lewis (5D) DEFEATED Stein (2D) : Lewis 27, Stein 25
Battle 522: Stein (AH) DEFEATED Lewis (4H) : Lewis 26, Stein 26
Battle 523: Lewis (KC) DEFEATED Stein (5H) : Lewis 27, Stein 25
Battle 524: Stein (8S) DEFEATED Lewis (5C) : Lewis 26, Stein 26
Battle 525: Lewis (JC) DEFEATED Stein (3D) : Lewis 27, Stein 25
Battle 526: Stein (QH) DEFEATED Lewis (7S) : Lewis 26, Stein 26
Battle 527: Lewis (7H) DEFEATED Stein (6S) : Lewis 27, Stein 25
Battle 528: Stein (TD) DEFEATED Lewis (6C) : Lewis 26, Stein 26
Battle 529: Lewis (9D) DEFEATED Stein (6H) : Lewis 27, Stein 25
Battle 530: Stein (9H) DEFEATED Lewis (7D) : Lewis 26, Stein 26
Battle 531: Lewis (TH) DEFEATED Stein (3S) : Lewis 27, Stein 25
Battle 532: Stein (KD) DEFEATED Lewis (2S) : Lewis 26, Stein 26
Battle 533: Lewis (KS) DEFEATED Stein (5S) : Lewis 27, Stein 25
Battle 534: Stein (JD) DEFEATED Lewis (8H) : Lewis 26, Stein 26
Battle 535: Lewis (KH) DEFEATED Stein (2C) : Lewis 27, Stein 25
Battle 536: Stein (8C) DEFEATED Lewis (4S) : Lewis 26, Stein 26
Battle 537: Lewis (JH) DEFEATED Stein (3H) : Lewis 27, Stein 25
Battle 538: Stein (AC) DEFEATED Lewis (TS) : Lewis 26, Stein 26
Battle 539: Lewis (AD) DEFEATED Stein (7C) : Lewis 27, Stein 25
Battle 540: Stein (QS) DEFEATED Lewis (2H) : Lewis 26, Stein 26
Battle 541: Lewis (QD) DEFEATED Stein (4C) : Lewis 27, Stein 25
Battle 542: Stein (9S) DEFEATED Lewis (3C) : Lewis 26, Stein 26
Battle 543: Lewis (QC) DEFEATED Stein (6D) : Lewis 27, Stein 25
Battle 544: Stein (TC) DEFEATED Lewis (9C) : Lewis 26, Stein 26
Battle 545: Lewis (AS) DEFEATED Stein (4D) : Lewis 27, Stein 25
Battle 546: Stein (JS) DEFEATED Lewis (8D) : Lewis 26, Stein 26
Battle 547: Lewis (5D) DEFEATED Stein (4H) : Lewis 27, Stein 25
Battle 548: Stein (AH) DEFEATED Lewis (2D) : Lewis 26, Stein 26
Battle 549: Lewis (KC) DEFEATED Stein (5C) : Lewis 27, Stein 25
Battle 550: Stein (8S) DEFEATED Lewis (5H) : Lewis 26, Stein 26
Battle 551: Lewis (JC) DEFEATED Stein (7S) : Lewis 27, Stein 25
Battle 552: Stein (QH) DEFEATED Lewis (3D) : Lewis 26, Stein 26
Battle 553: Lewis (7H) DEFEATED Stein (6C) : Lewis 27, Stein 25
Battle 554: Stein (TD) DEFEATED Lewis (6S) : Lewis 26, Stein 26
Battle 555: Lewis (9D) DEFEATED Stein (7D) : Lewis 27, Stein 25
Battle 556: Stein (9H) DEFEATED Lewis (6H) : Lewis 26, Stein 26
Battle 557: Lewis (TH) DEFEATED Stein (2S) : Lewis 27, Stein 25
Battle 558: Stein (KD) DEFEATED Lewis (3S) : Lewis 26, Stein 26
Battle 559: Lewis (KS) DEFEATED Stein (8H) : Lewis 27, Stein 25
Battle 560: Stein (JD) DEFEATED Lewis (5S) : Lewis 26, Stein 26
Battle 561: Lewis (KH) DEFEATED Stein (4S) : Lewis 27, Stein 25
Battle 562: Stein (8C) DEFEATED Lewis (2C) : Lewis 26, Stein 26
Battle 563: Lewis (JH) DEFEATED Stein (TS) : Lewis 27, Stein 25
Battle 564: Stein (AC) DEFEATED Lewis (3H) : Lewis 26, Stein 26
Battle 565: Lewis (AD) DEFEATED Stein (2H) : Lewis 27, Stein 25
Battle 566: Stein (QS) DEFEATED Lewis (7C) : Lewis 26, Stein 26
Battle 567: Lewis (QD) DEFEATED Stein (3C) : Lewis 27, Stein 25
Battle 568: Stein (9S) DEFEATED Lewis (4C) : Lewis 26, Stein 26
Battle 569: Lewis (QC) DEFEATED Stein (9C) : Lewis 27, Stein 25
Battle 570: Stein (TC) DEFEATED Lewis (6D) : Lewis 26, Stein 26
Battle 571: Lewis (AS) DEFEATED Stein (8D) : Lewis 27, Stein 25
Battle 572: Stein (JS) DEFEATED Lewis (4D) : Lewis 26, Stein 26
Battle 573: Lewis (5D) DEFEATED Stein (2D) : Lewis 27, Stein 25
Battle 574: Stein (AH) DEFEATED Lewis (4H) : Lewis 26, Stein 26
Battle 575: Lewis (KC) DEFEATED Stein (5H) : Lewis 27, Stein 25
Battle 576: Stein (8S) DEFEATED Lewis (5C) : Lewis 26, Stein 26
Battle 577: Lewis (JC) DEFEATED Stein (3D) : Lewis 27, Stein 25
Battle 578: Stein (QH) DEFEATED Lewis (7S) : Lewis 26, Stein 26
Battle 579: Lewis (7H) DEFEATED Stein (6S) : Lewis 27, Stein 25
Battle 580: Stein (TD) DEFEATED Lewis (6C) : Lewis 26, Stein 26
Battle 581: Lewis (9D) DEFEATED Stein (6H) : Lewis 27, Stein 25
Battle 582: Stein (9H) DEFEATED Lewis (7D) : Lewis 26, Stein 26
Battle 583: Lewis (TH) DEFEATED Stein (3S) : Lewis 27, Stein 25
Battle 584: Stein (KD) DEFEATED Lewis (2S) : Lewis 26, Stein 26
Battle 585: Lewis (KS) DEFEATED Stein (5S) : Lewis 27, Stein 25
Battle 586: Stein (JD) DEFEATED Lewis (8H) : Lewis 26, Stein 26
Battle 587: Lewis (KH) DEFEATED Stein (2C) : Lewis 27, Stein 25
Battle 588: Stein (8C) DEFEATED Lewis (4S) : Lewis 26, Stein 26
Battle 589: Lewis (JH) DEFEATED Stein (3H) : Lewis 27, Stein 25
Battle 590: Stein (AC) DEFEATED Lewis (TS) : Lewis 26, Stein 26
Battle 591: Lewis (AD) DEFEATED Stein (7C) : Lewis 27, Stein 25
Battle 592: Stein (QS) DEFEATED Lewis (2H) : Lewis 26, Stein 26
Battle 593: Lewis (QD) DEFEATED Stein (4C) : Lewis 27, Stein 25
Battle 594: Stein (9S) DEFEATED Lewis (3C) : Lewis 26, Stein 26
Battle 595: Lewis (QC) DEFEATED Stein (6D) : Lewis 27, Stein 25
Battle 596: Stein (TC) DEFEATED Lewis (9C) : Lewis 26, Stein 26
Battle 597: Lewis (AS) DEFEATED Stein (4D) : Lewis 27, Stein 25
Battle 598: Stein (JS) DEFEATED Lewis (8D) : Lewis 26, Stein 26
Battle 599: Lewis (5D) DEFEATED Stein (4H) : Lewis 27, Stein 25
Battle 600: Stein (AH) DEFEATED Lewis (2D) : Lewis 26, Stein 26
Battle 601: Lewis (KC) DEFEATED Stein (5C) : Lewis 27, Stein 25
Battle 602: Stein (8S) DEFEATED Lewis (5H) : Lewis 26, Stein 26
Battle 603: Lewis (JC) DEFEATED Stein (7S) : Lewis 27, Stein 25
Battle 604: Stein (QH) DEFEATED Lewis (3D) : Lewis 26, Stein 26
Battle 605: Lewis (7H) DEFEATED Stein (6C) : Lewis 27, Stein 25
Battle 606: Stein (TD) DEFEATED Lewis (6S) : Lewis 26, Stein 26
Battle 607: Lewis (9D) DEFEATED Stein (7D) : Lewis 27, Stein 25
Battle 608: Stein (9H) DEFEATED Lewis (6H) : Lewis 26, Stein 26
Battle 609: Lewis (TH) DEFEATED Stein (2S) : Lewis 27, Stein 25
Battle 610: Stein (KD) DEFEATED Lewis (3S) : Lewis 26, Stein 26
Battle 611: Lewis (KS) DEFEATED Stein (8H) : Lewis 27, Stein 25
Battle 612: Stein (JD) DEFEATED Lewis (5S) : Lewis 26, Stein 26
Battle 613: Lewis (KH) DEFEATED Stein (4S) : Lewis 27, Stein 25
Battle 614: Stein (8C) DEFEATED Lewis (2C) : Lewis 26, Stein 26
Battle 615: Lewis (JH) DEFEATED Stein (TS) : Lewis 27, Stein 25
Battle 616: Stein (AC) DEFEATED Lewis (3H) : Lewis 26, Stein 26
Battle 617: Lewis (AD) DEFEATED Stein (2H) : Lewis 27, Stein 25
Battle 618: Stein (QS) DEFEATED Lewis (7C) : Lewis 26, Stein 26
Battle 619: Lewis (QD) DEFEATED Stein (3C) : Lewis 27, Stein 25
Battle 620: Stein (9S) DEFEATED Lewis (4C) : Lewis 26, Stein 26
Battle 621: Lewis (QC) DEFEATED Stein (9C) : Lewis 27, Stein 25
Battle 622: Stein (TC) DEFEATED Lewis (6D) : Lewis 26, Stein 26
Battle 623: Lewis (AS) DEFEATED Stein (8D) : Lewis 27, Stein 25
Battle 624: Stein (JS) DEFEATED Lewis (4D) : Lewis 26, Stein 26
Battle 625: Lewis (5D) DEFEATED Stein (2D) : Lewis 27, Stein 25
Battle 626: Stein (AH) DEFEATED Lewis (4H) : Lewis 26, Stein 26
Battle 627: Lewis (KC) DEFEATED Stein (5H) : Lewis 27, Stein 25
Battle 628: Stein (8S) DEFEATED Lewis (5C) : Lewis 26, Stein 26
Battle 629: Lewis (JC) DEFEATED Stein (3D) : Lewis 27, Stein 25
Battle 630: Stein (QH) DEFEATED Lewis (7S) : Lewis 26, Stein 26
Battle 631: Lewis (7H) DEFEATED Stein (6S) : Lewis 27, Stein 25
Battle 632: Stein (TD) DEFEATED Lewis (6C) : Lewis 26, Stein 26
Battle 633: Lewis (9D) DEFEATED Stein (6H) : Lewis 27, Stein 25
Battle 634: Stein (9H) DEFEATED Lewis (7D) : Lewis 26, Stein 26
Battle 635: Lewis (TH) DEFEATED Stein (3S) : Lewis 27, Stein 25
Battle 636: Stein (KD) DEFEATED Lewis (2S) : Lewis 26, Stein 26
Battle 637: Lewis (KS) DEFEATED Stein (5S) : Lewis 27, Stein 25
Battle 638: Stein (JD) DEFEATED Lewis (8H) : Lewis 26, Stein 26
Battle 639: Lewis (KH) DEFEATED Stein (2C) : Lewis 27, Stein 25
Battle 640: Stein (8C) DEFEATED Lewis (4S) : Lewis 26, Stein 26
Battle 641: Lewis (JH) DEFEATED Stein (3H) : Lewis 27, Stein 25
Battle 642: Stein (AC) DEFEATED Lewis (TS) : Lewis 26, Stein 26
Battle 643: Lewis (AD) DEFEATED Stein (7C) : Lewis 27, Stein 25
Battle 644: Stein (QS) DEFEATED Lewis (2H) : Lewis 26, Stein 26
Battle 645: Lewis (QD) DEFEATED Stein (4C) : Lewis 27, Stein 25
Battle 646: Stein (9S) DEFEATED Lewis (3C) : Lewis 26, Stein 26
Battle 647: Lewis (QC) DEFEATED Stein (6D) : Lewis 27, Stein 25
Battle 648: Stein (TC) DEFEATED Lewis (9C) : Lewis 26, Stein 26
Battle 649: Lewis (AS) DEFEATED Stein (4D) : Lewis 27, Stein 25
Battle 650: Stein (JS) DEFEATED Lewis (8D) : Lewis 26, Stein 26
Battle 651: Lewis (5D) DEFEATED Stein (4H) : Lewis 27, Stein 25
Battle 652: Stein (AH) DEFEATED Lewis (2D) : Lewis 26, Stein 26
Battle 653: Lewis (KC) DEFEATED Stein (5C) : Lewis 27, Stein 25
Battle 654: Stein (8S) DEFEATED Lewis (5H) : Lewis 26, Stein 26
Battle 655: Lewis (JC) DEFEATED Stein (7S) : Lewis 27, Stein 25
Battle 656: Stein (QH) DEFEATED Lewis (3D) : Lewis 26, Stein 26
Battle 657: Lewis (7H) DEFEATED Stein (6C) : Lewis 27, Stein 25
Battle 658: Stein (TD) DEFEATED Lewis (6S) : Lewis 26, Stein 26
Battle 659: Lewis (9D) DEFEATED Stein (7D) : Lewis 27, Stein 25
Battle 660: Stein (9H) DEFEATED Lewis (6H) : Lewis 26, Stein 26
Battle 661: Lewis (TH) DEFEATED Stein (2S) : Lewis 27, Stein 25
Battle 662: Stein (KD) DEFEATED Lewis (3S) : Lewis 26, Stein 26
Battle 663: Lewis (KS) DEFEATED Stein (8H) : Lewis 27, Stein 25
Battle 664: Stein (JD) DEFEATED Lewis (5S) : Lewis 26, Stein 26
Battle 665: Lewis (KH) DEFEATED Stein (4S) : Lewis 27, Stein 25
Battle 666: Stein (8C) DEFEATED Lewis (2C) : Lewis 26, Stein 26
Battle 667: Lewis (JH) DEFEATED Stein (TS) : Lewis 27, Stein 25
Battle 668: Stein (AC) DEFEATED Lewis (3H) : Lewis 26, Stein 26
Battle 669: Lewis (AD) DEFEATED Stein (2H) : Lewis 27, Stein 25
Battle 670: Stein (QS) DEFEATED Lewis (7C) : Lewis 26, Stein 26
Battle 671: Lewis (QD) DEFEATED Stein (3C) : Lewis 27, Stein 25
Battle 672: Stein (9S) DEFEATED Lewis (4C) : Lewis 26, Stein 26
Battle 673: Lewis (QC) DEFEATED Stein (9C) : Lewis 27, Stein 25
Battle 674: Stein (TC) DEFEATED Lewis (6D) : Lewis 26, Stein 26
Battle 675: Lewis (AS) DEFEATED Stein (8D) : Lewis 27, Stein 25
Battle 676: Stein (JS) DEFEATED Lewis (4D) : Lewis 26, Stein 26
Battle 677: Lewis (5D) DEFEATED Stein (2D) : Lewis 27, Stein 25
Battle 678: Stein (AH) DEFEATED Lewis (4H) : Lewis 26, Stein 26
Battle 679: Lewis (KC) DEFEATED Stein (5H) : Lewis 27, Stein 25
